Order_ID,Order_Date,Customer_ID,Customer_Name,Gender,Age,Customer_Segment,Region,State,City,Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Shipping_Cost,Net_Revenue,Total_Cost,Profit,Payment_Method,Marketing_Channel,Order_Status,Delivery_Days,Customer_Rating
ORD100076,2024-01-29,C11029,Michael Hernandez,Male,35,New,West,Oregon,Port Charleshaven,P1161,Basic Puzzles,Toys & Games,Puzzles,45.14,1,0.1,4.51,4.99,40.63,30.33,5.31,Debit Card,Direct,Delivered,2,4.0
ORD100184,2024-01-29,C10986,Jessica Hughes,Female,37,New,West,Arizona,West Michaelport,P1031,Pro Men's Apparel,Clothing,Men's Apparel,97.33,1,0.052,5.03,6.99,92.3,52.15,33.16,Debit Card,Email Marketing,Delivered,2,4.0
ORD100187,2024-01-29,C10682,Hannah Richmond,Female,22,Returning,West,Oregon,Jeremyborough,P1035,Deluxe Activewear,Clothing,Activewear,84.38,1,0.05,4.23,0.0,80.15,47.61,-17.78,PayPal,Referral,Returned,2,
ORD100189,2024-01-29,C11001,Linda Jackson,Male,18,Returning,Northeast,New Jersey,Moniqueport,P1026,Signature Women's Apparel,Clothing,Women's Apparel,128.74,1,0.126,16.19,9.99,112.55,56.51,46.05,Credit Card,Social Media,Delivered,4,3.0
ORD100136,2024-01-30,C11071,Scott Martin,Male,53,New,West,Nevada,Welchchester,P1025,Basic Men's Apparel,Clothing,Men's Apparel,138.91,2,0.211,58.71,4.99,219.11,127.92,-41.88,Credit Card,Paid Search,Returned,4,
ORD100193,2024-01-30,C10661,James Rodriguez,Female,38,New,South,North Carolina,New Michele,P1122,Pro Outdoor Gear,Sports & Outdoors,Outdoor Gear,10.53,1,0.0,0.0,6.99,10.53,6.2,-2.66,Debit Card,Social Media,Delivered,3,5.0
ORD100025,2024-01-31,C10192,Nathan Frank,Male,30,New,Midwest,Minnesota,North Ericton,P1165,Signature Puzzles,Toys & Games,Puzzles,20.34,1,0.0,0.0,0.0,20.34,12.7,7.64,Digital Wallet,Paid Search,Delivered,3,5.0
ORD100025,2024-01-31,C10192,Nathan Frank,Male,30,New,Midwest,Minnesota,North Ericton,P1094,Ultra Makeup,Beauty & Personal Care,Makeup,23.11,1,0.048,1.1,0.0,22.01,11.76,10.25,Digital Wallet,Paid Search,Delivered,3,3.0
ORD100025,2024-01-31,C10192,Nathan Frank,Male,30,New,Midwest,Minnesota,North Ericton,P1025,Basic Men's Apparel,Clothing,Men's Apparel,138.91,3,0.071,29.68,0.0,387.05,191.88,-61.06,Digital Wallet,Paid Search,Returned,3,
ORD100031,2024-01-31,C10910,Richard Ramirez,Female,33,New,Midwest,Ohio,South Paulton,P1029,Signature Kids' Apparel,Clothing,Kids' Apparel,13.45,2,0.0,0.0,0.0,26.9,14.56,12.34,Credit Card,Paid Search,Delivered,2,4.0
ORD100072,2024-01-31,C10381,Eddie Schwartz,Male,47,New,South,Tennessee,Chambersberg,P1016,Classic Smart Home,Electronics,Smart Home,32.16,1,0.202,6.5,9.99,25.66,24.64,-2.31,Credit Card,Social Media,Delivered,3,5.0
ORD100072,2024-01-31,C10381,Eddie Schwartz,Male,47,New,South,Tennessee,Chambersberg,P1156,Premium Puzzle,Toys & Games,Puzzles,8.55,1,0.0,0.0,9.99,8.55,5.16,0.06,Credit Card,Social Media,Delivered,3,3.0
ORD100072,2024-01-31,C10381,Eddie Schwartz,Male,47,New,South,Tennessee,Chambersberg,P1189,Deluxe Organic Foods,Grocery,Organic Foods,34.42,2,0.001,0.09,9.99,68.75,60.02,5.4,Credit Card,Social Media,Delivered,3,5.0
ORD100197,2024-01-31,C10027,Julian Chapman,Male,31,New,Midwest,Ohio,North Jeanton,P1050,Compact Bedding,Home & Kitchen,Bedding,11.18,1,0.096,1.08,9.99,10.1,7.05,0.55,PayPal,Direct,Delivered,2,3.0
ORD100197,2024-01-31,C10027,Julian Chapman,Male,31,New,Midwest,Ohio,North Jeanton,P1079,Signature Haircare,Beauty & Personal Care,Haircare,9.94,1,0.128,1.27,9.99,8.67,4.24,1.93,PayPal,Direct,Delivered,2,5.0
ORD100197,2024-01-31,C10027,Julian Chapman,Male,31,New,Midwest,Ohio,North Jeanton,P1160,Signature Board Game,Toys & Games,Board Games,33.75,1,0.057,1.93,9.99,31.82,21.21,8.11,PayPal,Direct,Delivered,2,5.0
ORD100197,2024-01-31,C10027,Julian Chapman,Male,31,New,Midwest,Ohio,North Jeanton,P1197,Classic Beverage,Grocery,Beverages,8.33,3,0.184,4.6,9.99,20.39,20.16,-2.27,PayPal,Direct,Delivered,2,4.0
ORD100198,2024-01-31,C11133,Jennifer Stewart,Female,34,New,West,Arizona,West Patriciachester,P1192,Basic Beverages,Grocery,Beverages,27.13,3,0.085,6.92,9.99,0.0,66.72,0.0,Credit Card,Organic Search,Cancelled,2,
ORD100198,2024-01-31,C11133,Jennifer Stewart,Female,34,New,West,Arizona,West Patriciachester,P1010,Compact Smartphones,Electronics,Smartphones,267.06,1,0.0,0.0,9.99,267.06,230.54,33.19,Credit Card,Organic Search,Delivered,2,3.0
ORD100198,2024-01-31,C11133,Jennifer Stewart,Female,34,New,West,Arizona,West Patriciachester,P1036,Ultra Women's Apparel,Clothing,Women's Apparel,12.17,1,0.177,2.15,9.99,10.02,5.52,1.17,Credit Card,Organic Search,Delivered,2,4.0
ORD100201,2024-01-31,C10214,Brandon Gregory,Female,42,New,Northeast,Massachusetts,Johnathanberg,P1151,Signature Action Figure,Toys & Games,Action Figures,33.0,1,0.041,1.35,4.99,31.65,21.0,5.66,Buy Now Pay Later,Paid Search,Delivered,4,4.0
ORD100226,2024-02-04,C10602,Antonio Mueller,Female,41,New,South,Georgia,Port Amber,P1095,Signature Haircare,Beauty & Personal Care,Haircare,6.54,1,0.094,0.62,4.99,5.92,2.6,0.82,Debit Card,Social Media,Delivered,3,4.0
ORD100226,2024-02-04,C10602,Antonio Mueller,Female,41,New,South,Georgia,Port Amber,P1157,Everyday Board Game,Toys & Games,Board Games,71.56,1,0.074,5.29,4.99,66.27,45.11,18.66,Debit Card,Social Media,Delivered,3,4.0
ORD100228,2024-02-04,C10639,Lawrence Wilkinson,Male,43,New,South,Texas,New James,P1053,Premium Storage,Home & Kitchen,Storage,43.02,4,0.162,27.92,0.0,144.16,105.68,38.48,Debit Card,Paid Search,Delivered,4,3.0
ORD100228,2024-02-04,C10639,Lawrence Wilkinson,Male,43,New,South,Texas,New James,P1055,Deluxe Decor,Home & Kitchen,Decor,28.02,1,0.073,2.05,0.0,25.97,19.54,6.43,Debit Card,Paid Search,Delivered,4,3.0
ORD100232,2024-02-05,C10553,Haley Anderson,Female,48,New,Northeast,New York,Gordonport,P1031,Pro Men's Apparel,Clothing,Men's Apparel,97.33,1,0.0,0.0,4.99,97.33,52.15,-19.14,PayPal,Paid Search,Returned,6,
ORD100235,2024-02-05,C11231,Kristin Brown,Female,21,Returning,Northeast,Pennsylvania,Jamesborough,P1069,Everyday Decor,Home & Kitchen,Decor,36.43,3,0.109,11.93,0.0,97.36,63.81,33.55,Credit Card,Organic Search,Delivered,3,5.0
ORD100240,2024-02-06,C10963,John Crosby,Female,48,Returning,Northeast,New York,Port Julie,P1049,Classic Activewear,Clothing,Activewear,12.8,1,0.069,0.89,4.99,11.91,7.43,1.99,Buy Now Pay Later,Organic Search,Delivered,4,3.0
ORD100240,2024-02-06,C10963,John Crosby,Female,48,Returning,Northeast,New York,Port Julie,P1071,Basic Furniture,Home & Kitchen,Furniture,58.58,4,0.06,14.05,4.99,220.27,158.84,58.94,Buy Now Pay Later,Organic Search,Delivered,4,3.0
ORD100077,2024-02-07,C10801,Elizabeth Reese,Male,27,New,West,Washington,Edwinborough,P1053,Premium Storage,Home & Kitchen,Storage,43.02,1,0.022,0.95,6.99,42.07,26.42,8.66,PayPal,Organic Search,Delivered,1,2.0
ORD100245,2024-02-07,C11591,Jay Parks,Female,22,New,South,North Carolina,East Stevenville,P1024,Everyday Accessories,Electronics,Accessories,207.54,2,0.106,43.93,6.99,371.15,356.06,11.59,Buy Now Pay Later,Direct,Delivered,4,5.0
ORD100245,2024-02-07,C11591,Jay Parks,Female,22,New,South,North Carolina,East Stevenville,P1068,Classic Cookware,Home & Kitchen,Cookware,63.25,1,0.155,9.82,6.99,53.43,39.31,10.62,Buy Now Pay Later,Direct,Delivered,4,4.0
ORD100251,2024-02-08,C10808,Andrew Moss,Female,40,New,South,Tennessee,Cortezfurt,P1114,Classic Fitness Equipment,Sports & Outdoors,Fitness Equipment,195.4,1,0.0,0.0,4.99,195.4,121.98,70.92,Credit Card,Organic Search,Delivered,3,3.0
ORD100251,2024-02-08,C10808,Andrew Moss,Female,40,New,South,Tennessee,Cortezfurt,P1161,Basic Puzzles,Toys & Games,Puzzles,45.14,1,0.0,0.0,4.99,45.14,30.33,12.32,Credit Card,Organic Search,Delivered,3,4.0
ORD100241,2024-02-09,C11151,Jason Ellis,Female,35,New,Midwest,Ohio,Sherrymouth,P1066,Basic Cookware,Home & Kitchen,Cookware,15.31,3,0.085,3.88,6.99,42.05,30.9,4.16,PayPal,Social Media,Delivered,2,4.0
ORD100259,2024-02-09,C11411,Anthony Simpson,Male,36,New,South,Georgia,West Tara,P1120,Compact Cycling,Sports & Outdoors,Cycling,229.61,1,0.063,14.41,6.99,215.2,134.44,79.01,Debit Card,Direct,Delivered,4,4.0
ORD100259,2024-02-09,C11411,Anthony Simpson,Male,36,New,South,Georgia,West Tara,P1103,Premium Fitness Equipment,Sports & Outdoors,Fitness Equipment,14.02,4,0.151,8.45,6.99,47.63,34.8,11.08,Debit Card,Direct,Delivered,4,4.0
ORD100259,2024-02-09,C11411,Anthony Simpson,Male,36,New,South,Georgia,West Tara,P1054,Signature Cookware,Home & Kitchen,Cookware,22.56,4,0.01,0.94,6.99,89.3,64.0,23.55,Debit Card,Direct,Delivered,4,5.0
ORD100259,2024-02-09,C11411,Anthony Simpson,Male,36,New,South,Georgia,West Tara,P1038,Everyday Women's Apparel,Clothing,Women's Apparel,84.18,1,0.026,2.19,6.99,81.99,49.39,-18.32,Debit Card,Direct,Returned,4,
ORD100261,2024-02-09,C10463,Dillon Jones,Female,52,New,Midwest,Ohio,East Kimberly,P1140,Premium Fiction,Books,Fiction,36.67,1,0.113,4.16,0.0,32.51,27.85,4.66,PayPal,Organic Search,Delivered,3,5.0
ORD100267,2024-02-10,C11344,Robin Smith,Male,18,New,West,Oregon,Morganmouth,P1030,Deluxe Women's Apparel,Clothing,Women's Apparel,32.03,1,0.0,0.0,4.99,32.03,17.65,-8.79,Credit Card,Organic Search,Returned,2,
ORD100267,2024-02-10,C11344,Robin Smith,Male,18,New,West,Oregon,Morganmouth,P1012,Classic Laptop,Electronics,Laptops,146.12,2,0.0,0.0,4.99,292.24,229.64,61.35,Credit Card,Organic Search,Delivered,2,4.0
ORD100267,2024-02-10,C11344,Robin Smith,Male,18,New,West,Oregon,Morganmouth,P1068,Classic Cookware,Home & Kitchen,Cookware,63.25,1,0.043,2.7,4.99,60.55,39.31,19.99,Credit Card,Organic Search,Delivered,2,4.0
ORD100267,2024-02-10,C11344,Robin Smith,Male,18,New,West,Oregon,Morganmouth,P1031,Pro Men's Apparel,Clothing,Men's Apparel,97.33,1,0.114,11.08,4.99,0.0,52.15,0.0,Credit Card,Organic Search,Cancelled,2,
ORD100268,2024-02-10,C10821,Carlos Harris,Male,47,New,West,Washington,Alexanderfort,P1032,Deluxe Men's Apparel,Clothing,Men's Apparel,24.4,1,0.057,1.39,4.99,23.01,12.26,5.76,Credit Card,Direct,Delivered,3,5.0
ORD100269,2024-02-10,C11460,Andrea Jones,Female,34,New,Northeast,New Jersey,South Regina,P1187,Basic Pantry Staples,Grocery,Pantry Staples,3.71,1,0.028,0.1,4.99,3.61,3.22,-4.6,Credit Card,Paid Search,Delivered,5,5.0
ORD100270,2024-02-10,C10195,Mr. Andrew Foster,Female,44,New,West,Arizona,North Jamesborough,P1170,Everyday Board Game,Toys & Games,Board Games,29.02,1,0.0,0.0,6.99,29.02,18.94,6.58,Debit Card,Social Media,Delivered,1,4.0
ORD100270,2024-02-10,C10195,Mr. Andrew Foster,Female,44,New,West,Arizona,North Jamesborough,P1119,Ultra Cycling,Sports & Outdoors,Cycling,85.92,1,0.058,4.99,6.99,80.93,58.32,19.12,Debit Card,Social Media,Delivered,1,5.0
ORD100279,2024-02-11,C10914,Nicholas Waters,Male,32,New,South,Texas,South Eduardotown,P1043,Deluxe Footwear,Clothing,Footwear,75.77,2,0.218,33.01,0.0,118.53,73.54,-25.56,Credit Card,Direct,Returned,3,
ORD100281,2024-02-12,C10548,Katherine Welch,Female,46,New,Midwest,Minnesota,West Cynthia,P1073,Classic Bedding,Home & Kitchen,Bedding,87.34,2,0.096,16.78,4.99,157.9,113.48,39.43,Credit Card,Organic Search,Delivered,4,4.0
ORD100282,2024-02-12,C11438,Kevin Barr,Female,41,New,Midwest,Wisconsin,East Janet,P1014,Everyday Cameras,Electronics,Cameras,247.7,1,0.035,8.64,4.99,239.06,216.6,19.97,Credit Card,Paid Search,Delivered,1,4.0
ORD100282,2024-02-12,C11438,Kevin Barr,Female,41,New,Midwest,Wisconsin,East Janet,P1135,Compact Fiction,Books,Fiction,31.56,1,0.016,0.51,4.99,31.05,22.18,6.38,Credit Card,Paid Search,Delivered,1,4.0
ORD100289,2024-02-12,C11060,Megan Blackwell,Female,28,New,West,Washington,Hahnberg,P1059,Signature Decor,Home & Kitchen,Decor,238.88,1,0.125,29.96,0.0,208.92,153.96,54.96,PayPal,Social Media,Delivered,4,5.0
ORD100287,2024-02-13,C11482,Kristen Velazquez,Female,32,New,South,Florida,Sanchezbury,P1015,Ultra Accessories,Electronics,Accessories,262.65,2,0.049,25.92,0.0,499.38,451.52,47.86,PayPal,Organic Search,Delivered,4,4.0
ORD100179,2024-02-14,C11207,Johnny Cox,Female,34,New,Northeast,New York,Trevorborough,P1122,Pro Outdoor Gear,Sports & Outdoors,Outdoor Gear,10.53,1,0.0,0.0,4.99,10.53,6.2,-0.66,Debit Card,Direct,Delivered,5,4.0
ORD100301,2024-02-14,C10561,Elizabeth Stanley,Female,42,New,South,Texas,Cindyberg,P1029,Signature Kids' Apparel,Clothing,Kids' Apparel,13.45,1,0.1,1.35,4.99,12.1,7.28,2.32,Debit Card,Referral,Delivered,4,5.0
ORD100301,2024-02-14,C10561,Elizabeth Stanley,Female,42,New,South,Texas,Cindyberg,P1118,Compact Fitness Equipment,Sports & Outdoors,Fitness Equipment,25.49,2,0.0,0.0,4.99,50.98,35.54,-14.16,Debit Card,Referral,Returned,4,
